YEAR,MONTH,Date 2,DATE,VENDOR,Balanced data, PAYMENT , ADJUSTMENT ,Receipt,NOTAS,Frozen Initial Balance
2025,FEB,26/2/2025,2/26/2025,GREYROCK,GREYROCK,-$200000.00,,Imagen de WhatsApp 2025-02-26 a las 15.40.24_4c7c2f89.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/3sI62CwUezDtqLbSjaHMTA/OF1ipDpF0r6uH9ht5ZJDFwRr1UKSA2PDdr2wtL5FRxOfPJTe7v21Wrontb-kGw3qoR_Nlvt47_5823uSeDnYTYg_GDdSjBlg01WwNRM6rVK4pTlC5x-rSHaFQhmfJnORIl-1g27qvz_9Jzq3DhQ0sBfSatsQ1Lt8I7h97BPgd4qLV8Kdk2t5vGs4FOxBAxNIVgWm3stKdHYKvflj635N1g/FkpMbPup5MnX8j0WsAYvAjxhpSen8_y7FswyTTAgTvE),,
2025,FEB,27/2/2025,"2/27/2025
",GREYROCK,GREYROCK,-$350000.00,,Imagen de WhatsApp 2025-02-27 a las 10.58.36_0e93656f.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/WI7NWb5oWi7qPz9ptm-ONQ/weHn4CLISOet_71_cNO_cAION3d7cmiPNa4XJS2bFcw46XsDRahljJfWke7RcknNef0m1eY9BNM7gvj10WMQlmdKjbv3OXo0AXNcmudUWOVEEeIEsEyxuVqtMXQnGcvDgBrkzQYkSDs_-mHumIwymp3MV7Ldizcv_2-AgDNFbt3JV-ObL3YAb2V3hkD0K-X5CbGr-whgvFSrFi5xen01Bw/VoCxSfVOgFyUqin65sxfBmlBCITzRtfAKubsl-TmEwk),,
2025,FEB,27/2/2025,"2/27/2025
",GREYROCK,GREYROCK,-$450000.00,,Imagen de WhatsApp 2025-02-27 a las 14.32.56_102aed54.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/pKjzNFHtxiBsa0BpXBn7nA/Ou3f68qVqaX_nvIb8fr4WcnDW2QFtLnx6YfEf8tyYVL3DWMz6ev_-8Uj4zxVQvza2qGFD7fgBmtDUiFywXshsIyFRaUDm_Lcnl1HcPFt-EONM80ftnSmdWMf8ZK3EfWP73Uov-OXSbINd8eF3t0UAfvxRmMN6NyUBe1Jfx5_II3m1dgx_VvyR0vaLLwU5ybMimPXMwZFS5FyPTn7lTKjYA/VZm9Uvc2f23Md9YFzcPMcb7APykHEsCGYDWA5SPeppk),,
2025,FEB,28/2/2025,"2/28/2025
",GREYROCK,GREYROCK,-$460000.00,,greyrock.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/8RQNGbzPCzmpkUeF3G6B1w/T1WSiO0vPljliel0BqVg_PT0_edl32qCsXyr5WbodYnWBudv4S9qVNybJWpuDvvFN_rCErHjDMkNmTgdsIfedSuEZJYQi86RZ4tbuimFCgJRMKOG7L1crxagrK96Rm5zEPEUumFPLcJHRIUd7mZJfA325bJ_dPODYaVV6yeILlE/_vAOW9KOnh1usyduL6t1lAf0t-sPAMuwtXOVBfMD89s),,
2025,MAR,3/3/2025,"3/3/2025
",GREYROCK,GREYROCK,-$500000.00,,Imagen de WhatsApp 2025-03-03 a las 12.52.19_bddfe0b6.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/A9kJZK65Wz3C2uboh1Dpig/I8FZkO6AcDh_3mqZYV4v5XJLR4cMPSdyKKFz8YyJgoAuRrCoeT6PJUvkerQhHcrnVpAOPC2xfWyADZjRMx0ZHGe9Uud1H_Hv9N7odJGCR3tZZVbHY6Ztq2-oydXXVtcsXO1qt6zk0gTYHKyY8g_A6zON79vB0lUrfFpDYm_Fl6sGzLGy4wxajhluAreF0fviLjJuz9fhutoNkkbuxAkbwA/liNy8RoOWTL6hVT-elG6XC2P4UATYxmKzIIvfpXfiyE),,
2025,MAR,3/3/2025,"3/3/2025
",GREYROCK,GREYROCK,-$450000.00,,Imagen de WhatsApp 2025-03-03 a las 14.29.15_7d5f9b75.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/7dMFIgHgUhK10yUvF-kLfw/ZdEs7MjwJ_24tSF8fVOi1jm-mj2dj6mWJrVX7duHnZHWxcTs6pVNfrN75nQ_hflVqWd7vmMlK72akHcgUeN_7JYAFbDK5g8al2PkkOoFbkU6UYoUFjmhsWlmiOZP2FPihCiG9F5OddO6MrrRvoav6nzp8-o87L0rzL7fuSAZ7d33C_A8H1r284DNTNu4h3QvbjKAzQyYu5zAibGVckCNwg/6-aRtQu1QKjGk9sRgXcfmUAI7a4aplFiVKWsIZoY_F4),,
2025,MAR,4/3/2025,3/4/2025,GREYROCK,GREYROCK,-$575000.00,,Imagen de WhatsApp 2025-03-04 a las 14.40.34_09aac51e.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/INbSd39p_fcrQoNRDrnfQw/BUf4T6XKzmzquBWiHCXBDNQqDhO9zMEKtJSSgfZ_1WhWSKXTYcqa8jNeEG0fhX76uOtUrmNPcHkL_ap70wLbdny4kIuBvSpOFlcm63KjB5HQltHMMplYGAql489KRWwdL82Wl-en8VOip9cVkSxApirj11Ii1Ud4kL6HRaeKN3q49qz4nHehO5ue1-eIlMyONHz5BSR04xhVYyKKn6UbTQ/0McAuz9CIOxqOkBr1MIw2veqLUITHWaHzCNgGjGWh4k),,
2025,MAR,4/3/2025,3/4/2025,GREYROCK,GREYROCK,-$200000.00,,Imagen de WhatsApp 2025-03-04 a las 14.42.31_aff8514c.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/bBH0sggN7_Vnt4phjhCf5w/x_YIDwaHM71FRdQPLqZb5WD2Dn6qgA6-1ZTkXYAuA3jYqy2TK6gMlf0XwvqxiVenIevgRdfA1Pqa4d4LqC8Oy2Xlh-hdLu1Y8P890_Iq-fdfVMcr-nxoMHLN7VQAbBxuNDGGUDW8DyrI8vnFD62eDb4Re0-Z6w_m34CCiDgoYNbHKuzOV7OgapjbaAavnjsE1dfLBAIGn2fkidGLshuEYA/ioJUoBtJX13yLyNGrPaUBYeviM5FLaCJPMu8MxnoMmI),,
2025,MAR,5/3/2025,"3/5/2025
",GREYROCK,GREYROCK,-$250000.00,,Imagen de WhatsApp 2025-03-05 a las 08.49.00_e09f49fe.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/wpj6WXgEGZDsQ1hQb2Y--g/-td9w2qd8OWvL1it8DgUjyuA6vkoyI2hNxJ616onZL7xD_pBb1PKsTPgxm5hXm_QoWc8EylOb1t1cyoYo9YJyl3WyOoCGJbKkqXnaurjZUlQZCnHuZIt5PlR7ossmxj_b2MlYzf2umYULXpSq7zGnuOl6aiufabyXKhpjEHnIP6LlZu5V_FHOHFWWA-NOd-fBhT2N9kLqnpV406WIpmSiw/Wp3H4WeUoZ6tISO8dTFBo3WCqP7QQe5cgRCRSc2eatk),,
2025,MAR,5/3/2025,"3/5/2025
",GREYROCK,GREYROCK,-$550000.00,,Imagen de WhatsApp 2025-03-05 a las 12.59.39_25ad5baa.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/2wOCN_d7Afbr8eF7Jm1KUg/Edlmy991pCRfRrdljVbg3ZHt8Rx1EP0NDNYBxEr-bp454UromH7T4n6qC86lTc156Es5rOa7hBfk1wC9KShdC4mNz4rcXBl136vLfjeewTsesrnVTqJqaeJdswh5Vq5SRJO09GwIUCfzgqxhCCXEKJVO4o7gOgHxE0JQhdrca_u6Y37_U2kHgeGytZd6ZD3S-eSQXJHdDqJI4kpLIwm65Q/t0MeLpzCqwvcj3eLXPHW0kpRNlATXLX5q6WlrbIGxEY),,
2025,MAR,5/3/2025,"3/5/2025
",GREYROCK,GREYROCK,-$200000.00,,Imagen de WhatsApp 2025-03-05 a las 13.00.59_db523861.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/sFsYBb4XazLXeId1uCJMjg/nzS1sAxSlZqfdqKaszQovkrirBrwRfLizWjyUgYKqPNbtj2K8bMhvcjOajPckr20_2mD-FFzEFGGzVvgNLpLmyZhHmtJi1Sg4-cXQT4_gZzvYxcRfT7fpG20PJ4RNyOsST3TSb7rP6GXiQCW6FDRlCvpb1gEo9DC1rRBkUPQjyj-q5Z4AdKgGbYrI6GVxb1nNyONK8q85KZRHKnYnPsf2A/eZoSvjubA0QOpErDv6ePXsdFQJo6CDSzkYYnoBZArrA),,
2025,MAR,6/3/2025,"3/6/2025
",GREYROCK,GREYROCK,-$200000.00,,Imagen de WhatsApp 2025-03-06 a las 11.14.35_490497ac.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/3di9cgiukXGxjGDdlnubhw/wCTEhDOBtIR2EokX-FRcVpgjt1UYlMNzodJWaCBoxAzexm7cOznf35VLu3AXeSrflHBG8K_tfC_cVeyP1WK8FG3PQlcm1vPxb4UfvNAgm7yy9komS7GZKvazicu-UKBLTmwsGs5w0jtnXlgYZpOjfxmqVkuLaZ7PUrruW2UwpQfGFntIPeRGUPj4zhyBQE7yOcKPXYeI1SN9_Q3G3x0Elw/VhmKi093DogXqihtcaxo4YI7d1LEuTxZqQCAOTvGTIE),,
2025,MAR,7/3/2025,"3/7/2025
",GREYROCK,GREYROCK,-$150000.00,,Imagen de WhatsApp 2025-03-07 a las 12.00.55_ae7a373b.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/GcvQKg5UL1y144vxQFWPHQ/4-x6Fwavdu9cloi9Hxv3WmNXG1-CgMxlhMNrAYkhkjdbMx6a4q904ZHJl1Kx7Ak1DQQyjyHpNgHr6vSLEdwhJCWbJKnJYlmlph4fIzJZ1fGkNmwOEJGkGyV4u07csn9wqmuOLypXI_bqgq2VC4REMm17Hz7t_0Nu2UUem1af-RQ1eIu2wkPWkZ3B-C-5LM1pJlXawJQbw6ZXHMNz3vXTSg/UpMd7gwKXOyOtpYEIx0M_fH1aouO5aX4rxCCKI_kEB0),,
2025,MAR,7/3/2025,"3/7/2025
",GREYROCK,GREYROCK,-$250000.00,,Imagen de WhatsApp 2025-03-07 a las 13.26.32_042e06bd.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/192UpRiApj_A4F9ITXztTA/O4PqEbtkC-xz5SMM3wyN497wh0nhGJNVP0TS73qY-uRFAJhkNiuFh0M8TnfEwOZVw0iUjfkkVumT_TuZd2gll3OX78r5PZBdfRuIfcOGd-ojPgfH4TiyV-NwGm1jN6rqduRBmWNCLCBhj3pfE1EM-w0KanBhOC_Pm772iC8ku0iIfMVGeOssHKyZ0FeBpX8TyOQ5KMoa4BGZUpEEVdd4Pw/VJfGI7OeFXMqHV9oOgq6v0LaFZ1hBvU3FQiPhCL8Vh8),,
2025,MAR,7/3/2025,"3/7/2025
",GREYROCK,GREYROCK,-$200000.00,,Imagen de WhatsApp 2025-03-07 a las 15.08.25_b5a813b2.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/AW65N7-Hp9jwIU21zGwpmQ/-zM0-9t0xCwBWojC808WfT-hZJDLCCixrNSmoMCMsxc_0uW7PAHZg1iBcTiZDRPEw_B0-Ozb3T07b5kWyUm81UsrVUCcfYbs_gXNEhqm5KmhxpeIZS4IHTevjmw2kW6iT5wWSY5ByLcevqGsQIRFc6Vj2VQVPfbW_Hq7UOb51IuoPywoHHhE9_0jW1P4O6zJ3Qh1UvRDMmE70c8k6BgHHA/l5b1OQ9Si_mLHPp5mOj8YWSTRViK9R5xUkf7L0vLX5U),,
2025,MAR,10/3/2025,"3/10/2025
",GREYROCK,GREYROCK,-$250000.00,,Imagen de WhatsApp 2025-03-10 a las 13.03.28_93c21f74.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/8IUkB65rROA4Hjgj-Is8ew/ZJPlrmooruIfUok894NLlFmkV3UyeBhY63pVLn2obg_mY-7_iTJUIKYp5jYjKUO7lqPaZDP5LcEUU98gMEN7N_csUz8oaKwPJY8Cp-NexF1mBZHdNvfEXodrGBF0HXYbqd64uIll-h_OxBdQOoI5T0FO_zBXtwkxQxQx7BIGzBj4HmDW1IwYNjTYvtUwkVxw99ihoT5EchBAt8VgZZ2hlQ/gHTSJvUi-qWAFzMcBcaDGfom-0CP_6r7l32mLI9S1Zs),,
2025,MAR,10/3/2025,"3/10/2025
",GREYROCK,GREYROCK,-$485000.00,,Imagen de WhatsApp 2025-03-10 a las 14.41.09_78ccf95c.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/sS2g8dOEvUrAMWFjRtc2CA/k-pT7cZT1JxDW_PXwUzj77rdIzZwCP_1nmF9BZg1Pv8XUVTXNLsFAgL-juNsegsLuTDjmANCEgxpWsaqme91Nb0l94gFXqNWHjB4OXh3_6-ZRS8AMChowbfMYyBjx-pTQhYFTP-iMyiU0iiBxyyKEpZIB1CxHUmwbAk0FN7zzygiqUi0UbE-T8MkrMozWC5zxwTH7bStz_BxuV_DgjNkpA/ymSscKNhcZzEKGoRxOvc1I5TuUd_xXiRmzOQsyd2F0M),,
2025,MAR,11/3/2025,"3/11/2025
",GREYROCK,GREYROCK,-$91159.83,,Imagen de WhatsApp 2025-03-11 a las 13.15.12_cf37433c.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/TSp7QjPD-Zoh9dctl5h3yg/qTgjt7Lqesw6ifAedVV-ufyFVjJ6i5RbZGLIeYy6dkY_n6OaHdgeCYUb1Icz9Npv8VIdmWf2sms2EYOJnAxlRB9Ud92bj5p3avxs49iljGQxxAb9juw9GzoW2IvmW67mq26GnPeo81uhQYdF9Nh2Sn38poZeGnvwB20OeHs_n_Fy4tUBmzNk-IKecZ1VYGuZeD5oJUHat0OFhJPWlFYMTQ/N4lAggzp3CUoslrhp8rhdEaJao7K0uzphsbkD3izytU),,
2025,MAR,11/3/2025,"3/11/2025
",GREYROCK,GREYROCK,-$350000.00,,Imagen de WhatsApp 2025-03-11 a las 14.26.25_6970c8ae.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/nlR_QXeMJFU3AvGFaX6iqg/qIvN7G43ynjuT-dxTC1r7xG7paYzqIvHRNyOqiRMs0kGrwiXWmd8q96dpQ4FDTlifxTb-cp47an1ED0hZem-XsF3DpGggA5tQfQxcQifPx857hxtjLhiqF1fHwWv4NtZFvHwc9uQ8yORbP8-ZtISnbDT614w1idQ0eFECuhgCfdAMay3IKKvG8KBCZ3UGaGZZgDYjBmqVkdfUk0RO3XQvw/R9CpZTbaC-XrUg7s9NZV8jl67cLKDN8EUTL_bZQlOE8),,
2025,MAR,11/3/2025,"3/11/2025
",GREYROCK,GREYROCK,-$425000.00,,Imagen de WhatsApp 2025-03-11 a las 15.16.52_c2db1768.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/rHmpLicz32b9JupuCrwSRw/JcvblPBg1XcVVFdEOjQwRxZDZ8etLf2YPqOXkvEwg7jr7bg-BMdho0bNE5z9rRyDD1ue6h4eCxBlyN0VdJspbzdlD-sOJ9x2VCP3rywOXHwykNkoHvaEUGGtFM4x05qairKWXtAENEkJ2Ma3k7FRqpczYtLViym7V2C27_0_0Ugek8aKi_p3pgCkxSOa7hI-tAN-4LJOYTh7RQpJ2tZORQ/sivErClENrRtSkZiS1-o25qeUYAco7R4hkbJUSLUngo),,
2025,MAR,12/3/2025,"03/12/2025
",GREYROCK,GREYROCK,-$250000.00,,Imagen de WhatsApp 2025-03-12 a las 11.37.41_508e8382.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/QoQtmB84KZbG0_GopKEQ8w/gWPOjgjjGEG4OWljc84IhTmSSqNcmVj5Kw5-TtGL9Qkq-TlxNUpSsEHZURS4phBIvHlUZUBdi_5Choar5luYzwg-8EmTvZKldYFwRynAJ4pEFV6XQzfDtXfdENxOUQpdHsXJ99VdREB68xu_QHBWBk36MOZvg_u47stLC42ENZML08LV6Ac4IuPYJ5Q5H42TIXzLdBjwrh6aXHfylPhRvA/cnJwfZ6hhm4qubUxSART2mGKhkSuhkQIdKWlpWiPLhk),,
2025,MAR,13/3/2025,3/13/2025,GREYROCK,GREYROCK,-$143746.30,,Imagen de WhatsApp 2025-03-13 a las 09.59.43_0a6d1c82.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/MYOp_wfKCw3U0r8VWumVAg/i4Se_0YD5bPWWmHidMQrgR51HSf8rWAjFlVIv6mhQdmpKZsrPXqo7y8vBhkVvgPMix_B_k1F7rDuF6VZYbKDKJzX465FH2yjWU4ZbBtB1I42cLHJOtDRySztzrrdXl5-xAAUN2B2ghuYUe4RHGKoTwu2CoG0uswQxh5fMZtSqGlYjZLBRk_cSRb6c2tSCHxvImkU-VMpPD_0B1vtsBIDcw/hjphqF7dY4KAnZnWNJbt2ejWvG8OD3jjTi7BzwSlfIY),,
2025,MAR,13/3/2025,3/13/2025,GREYROCK,GREYROCK,-$600000.00,,Imagen de WhatsApp 2025-03-13 a las 14.21.14_8d8ae2a6.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/zi3DABy4RlCnP--ejnuozQ/_zgRnEjXpPs5T6WsHzplu6rXTiDboCA-bWJ4xTR-BUkg2GWf_TKralz9v4BPKLNXXwl8jdFwh6V2ReDVNs41JpWz_ysPIYM1Nnv38LlBe32_1z66C7yE-fChMm7qyXiAs0bcY_I_0Ln5b30p3YSQNO42khgcK8YslCQ7p6fyqNWr_KlEDv0KsGjFCi4DFvhwLZAlBdvMfjZzhvG0umBoUg/fdCQQ0plKN7MYL0MJ9gUljQ86nQC-ZXn40uEm_AGs9o),,
2025,MAR,14/3/2025,"3/14/2025
",GREYROCK,GREYROCK,-$42695.20,,Imagen de WhatsApp 2025-03-14 a las 08.37.00_077bc8b7.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/IihKx4SWWFEiw7Eni0gjfQ/DdoL6eHoxzyq2_i-VBoQ8-NCCqSZnHmCJSMlg5TfmceW2Vj_5b0Jx00wHnsCqa799ebJDunoTvvsmd0wy4b_F7g_DC_QZLmR1XDJ8OMcHzWpf3NPeuSJx8XGi602yFEiojyMn8Gwaxk6PeoL6nYrHNYGbfhZzdMyhcv8DeFHCuVRF2zJAZPlNQA7Gg9LNS7WIUN52-_2mw7m2b3bnrSgVg/0MzaplKPJkMr8wYC9G7gQgqaMKfVfgxu3fw0-rnKe7g),,
2025,MAR,18/3/2025,3/18/2025,GREYROCK,GREYROCK,-$152295.17,,Imagen de WhatsApp 2025-03-18 a las 08.47.19_25971eb1.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/caZAyuRlV8Bz8IO_BIXOtA/S9XU1bqa2I2vPIWoh8nBlxwbo0Q9yZtA257TZHjZtNW3Gpe8B-OmEWWRrc-tKsZ-zUPn6wSRil0svqF1hhOa2zzNMWcwHVw6vhyvJod__R1aKTFqXd0FPJNVrUYyavgRR0PP4ignTDvtb6U1vTvzZVHo39y_x6gMO3_OmvI-bTOAN0zQ4Oc4dlgx0gNZxcp-ncbLEQkYwybqo4fxsCbAfw/AX9uth8llt-zEeeUAZVhsDi8Zp2qjHmQoXm0UKYSm_s),,
2025,MAR,20/3/2025,3/20/2025,GREYROCK,GREYROCK,-$175000.00,,Imagen de WhatsApp 2025-03-20 a las 15.11.49_eec9b1fb.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/LlqWwLpRS9YjUdquhus_7w/CSF_Jr3jggtppUCZjloHY-whgZL6nhyjS1CYbhZMHXdsU9ZHNIerR0dVAfdHKA7uEhpPlPi4N3ZqW1CkPxCWUxdNzvjpYGvoSD8yB750oEmXwY1UjPfvvzqRPHxm4-b9ZugpfzLNwGMRPyGGlSoVI9JMCJ7B1_-Jj0qUQwcaEKFgrliqWNFcuv02AN75Mq6KlB3R_7QCpJljxi0jB3tZ5w/zGXe8YJsh49fxsZUWfAqUBqT1iiz0U0qthAZtZ0OB-I),,
2025,MAR,21/3/2025,3/21/2025,GREYROCK,GREYROCK,-$200000.00,,Imagen de WhatsApp 2025-03-21 a las 14.00.41_85e30926.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/XRV0r70vEi3aCI5HvATRnA/UMS4QOoruwM3m7cOgriazr365-QxFmzs5KlXKYBOgicI4aVt8rsH2bS6qssecK3qHEQlG-Ezlqo11rXno3Hl0NxjmtxdGZU5_pB9gozniQXE6B15N7Pq7hEQrg6Zen03X6UTmgOv0M1ai23QKMigsBugpPAKFDpw2TjsG_1yU6OsrQtkDVcaMNPSumD4WpXO92bVE2bUxcxu1dONLJ09tQ/gDgQyGAAtgr9OtC1nWvs5p6lzldxhMLWsvUHUWND8ck),,
2025,MAR,24/3/2025,"3/24/2025
",GREYROCK,GREYROCK,-$350000.00,,Imagen de WhatsApp 2025-03-24 a las 08.56.29_2b3e5a81.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/4bh1dgWljzfaWYIBrjTCuw/VtoFa9EAOUFzZWJISg4800FeXakj342FgZ_BkNSVI94u2JZ-OyrmxK8x1Gc_0X7KkRe3J4ZrefO7oiwFylFtCtV8UsZkCnxQD8ZGj6uAx0E7dt2CNunPwhsNeHFmXQWkGlyPcZp1cKspWfah5rG85rMMCVo9PnQwC4NicpejSeBQyfWRhYvVc7jEvYtNcBgI9dg1oZRGe7UrEJlKwXCrlw/eHjRUiStdX_uyCXkPiQuLjFUHKk9LaoOxHScgXAEaZQ),,
2025,MAR,27/3/2025,3/27/2025,GREYROCK,GREYROCK,-$250000.00,,Imagen de WhatsApp 2025-03-27 a las 11.15.08_54b87e99.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/7PoFxe45I0D4PWD6e3zVAw/lzDR0EbsIXw6KjjdsOLxS-3toSEAyvwPUBNPkSE_54guiGYAHFgz1j5TVpt4-RhrgpLubpF91iT39k4V04v4QDQmSnRADz-5lTuL_KupSjjbzpQQ9YjDRqZLgIKthDQGID2yUU6pphSE45frs5-r7kxDPl12admHBfdd3gWBXFrQ0JBgKFShxUjqc0sWfd-r0MB95h70H51Fot-pxbx_Tw/eIJ5avqBRtEiC1ZFGQCKm-y7tZz4Uk533ewOMXrn6AQ),,
2025,MAR,28/3/2025,3/28/2025,GREYROCK,GREYROCK,-$125000.00,,Imagen de WhatsApp 2025-03-28 a las 12.35.14_f89a8f55.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/Z5KeipdkMdftYpFleO8QTQ/s7NgO7sUnEXgIgBDWPuLbycGmxAi8U__V8Uck91yI0ZYRD0xK_cUEZGaVeKJnAcYh2BAs28okkAz1Sjj8_XjhjjoUA4VhhC7HYJ6e-YYRe912VUEL9isnBMcjKrJ-kMmyRVudOidbwoUr6P2I-Otri4CrPZk95nHPKXDu0EyYxAYgvhGPE8yULkweUhg4LFWAyiO6sjD3L9nAuqPy9vP2w/Wg12nxve65y33TE8Zt7UG80686s0tIkQDeKlNhzVass),,
2025,APR,1/4/2025,4/1/2025,GREYROCK,GREYROCK,-$85790.68,,,,
2025,APR,7/4/2025,4/7/2025,GREYROCK,GREYROCK,-$24563.02,,Imagen de WhatsApp 2025-04-07 a las 10.26.41_f9c9606e.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/GdgxDZCCtt16KmPCj2niRw/dAFnV4ta0a1a4zCpHh41R6x6HQpcG6HkOtlynJntbJGD_NZOj8-DLuh2qvVFi5zO4Z6eqqT1YbQq5WAxFilJ5jrEnFFGziDfK3ErQyxmYseHrKIMWPF9_T5ttUYRUlQOUgnilx8CXbqZQd2nyanAE_YZFZqifsAGhNLhWsuKDYmKFYUeMw2BHMDFDjIbhEaDGAR2LCfTn8BI6hSO0zdxHQ/LS9l8hjYVEy1EeMoiWu8RvGuM-L9RCxD5MJERmtMfmU),,
2025,APR,16/4/2025,"4/16/2025
",GREYROCK,GREYROCK,-$175000.00,,Imagen de WhatsApp 2025-04-16 a las 14.10.20_dc7bf53c.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/dpSFb6YecBVd2MoXCg8X_Q/op8IgVOvFeQa7Csy6rYrGvXIPm-Mp35aojML9oJKk_ITwGyU1I_vyEyiEjaSRn4a3WHRhndkmFBour53wjfjKigoGTEuibOSbKAwRM2GF19l_V2W6BY7ccwMrKExqiCxw8okx8wcjKMJ0xbvPA-hD6HGLkxYRyavdoI6OY3x1wSu4rPsQ5K7Dv9JwiDSzicCvzKRkBse-XSDz2QfWgLVMw/6bA0EPp6RKHM826OT0U5XlRYnEVn8rPSVtVCP9FSAow),,
2025,APR,17/4/2025,4/17/2025,GREYROCK,GREYROCK,-$150000.00,,Imagen de WhatsApp 2025-04-17 a las 09.32.04_d7f39e66.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/T2D3dbzNBFip7KskIHI4Qw/wz9j2X9tN9qKCQO9FR0OEnxDrUmKRwVGv_Bf2oyYwC4h8Skj82hTleSH3zu3e95zSvUHEEkl2JOvl-QCRvQJgA4kAm19HeKuWuLIdLknRHOw8m-AmKnzeWz6I_si55stad6ws2Gvy0f7mg9JY6p1L8wFsA2GuQOTSW6VXcCjDyS8CH_8bYof7QN_fpQaSUk_vT86L0kYg9SoclhE94yTpQ/lgBYyNZC2eyUNS-ckmSJhUSS3MaI10LuHlcrqE3MSak),,
2025,APR,17/4/2025,4/17/2025,GREYROCK,GREYROCK,-$100000.00,,Imagen de WhatsApp 2025-04-17 a las 15.05.08_2c994c4f.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/74xotP-d0ViYe9m5ouRE-g/_ZLydb5FjPorEn-wbfNF5Bx7b4Ynzd3j-GEvwwDBHa7rrnXEEeRgUcM1I2T1e22yT3dUb6Kdd4kDHkd1fPezBMNQkgWK6BEnBihXX36-I9EIeQg_-fz7PnORnzBrhZ2QY47y7uAMDvrDcQCX-WHNpHuTZThFBUa5S30tfCImnheI9OrE8Rh2Yl-dWif2itNr6K91TJBFBZs568EOEl-4wQ/SGi8LEtEJ27IPGNVoXwgMDHjsmxhGioHXDQ6n-R18-s),,
2025,APR,21/4/2025,4/21/2025,GREYROCK,GREYROCK,-$150000.00,,Imagen de WhatsApp 2025-04-21 a las 09.44.42_42b88504.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/ESBCGeA30NixPEeMfJjUoQ/IY8kUaq18pse0xWCME1R3ZtYV7fAoHial4uK7BDlZPTMIRIlEf2tY4U683Wm9vWi0ooLLeOE8YSdxrpPy11Oivmxf1RLYX8ANsgCgOBnORegm6qlp-5jAR61nBmW61zKsJgs2V4r1fO62RAnH4ctOm25XXDOcBjMO3O4QSquckpOKJ_awDFezRhoTwuxW_q9Mo4S5gf2tUnzfeaAY9dFmQ/-UR2opAcrbGmEfLIH8CSEXalHq9-Gb61PxclklfZleY),,
2025,APR,22/4/2025,4/22/2025,GREYROCK,GREYROCK,-$150000.00,,Imagen de WhatsApp 2025-04-22 a las 09.26.20_453a9de5.jpg (https://v5.airtableusercontent.com/v3/u/53/53/1778220000000/aUKvrGC5n_W3Sq2DT1MpjA/MJsXVw-w9N2hEqKrvHudCbWqYbXBV6jb4vr5jYwhHXA4mWNCOq8BSycz2aPWJd4sb_RWIi94mgMWMmgXw4PZzYHIRC7zA653H0eroEv4NC39UWkkmGNdE7nqqD__FjcSnLYi4wfS6TYZWbx1ee2R04Kbx28LF-NhMmA8dk6_5XVoGEWOD5RhhFoFGm6cBEK94cezO7fGVdekkQ8arkAeAQ/pNja5k1a25BTIlZ-cOk3arrSGkEeCqlMzq7Q_VeOI1g),,
